,DJI
14/12/1993,3742.63
15/12/1993,3716.92
16/12/1993,3726.14
17/12/1993,3751.57
20/12/1993,3755.21
21/12/1993,3745.15
22/12/1993,3762.19
23/12/1993,3757.72
27/12/1993,3792.93
28/12/1993,3793.77
29/12/1993,3794.33
30/12/1993,3775.88
31/12/1993,3754.09
3/1/1994,3756.6
4/1/1994,3783.9
5/1/1994,3798.82
6/1/1994,3803.88
7/1/1994,3820.77
10/1/1994,3865.51
11/1/1994,3850.31
12/1/1994,3848.63
13/1/1994,3842.43
14/1/1994,3867.2
17/1/1994,3870.29
18/1/1994,3870.29
19/1/1994,3884.37
20/1/1994,3891.96
21/1/1994,3914.48
24/1/1994,3912.79
25/1/1994,3895.34
26/1/1994,3908
27/1/1994,3926.3
28/1/1994,3945.43
31/1/1994,3978.36
1/2/1994,3964.01
2/2/1994,3975.54
3/2/1994,3967.66
4/2/1994,3871.42
7/2/1994,3906.32
8/2/1994,3906.03
9/2/1994,3931.92
10/2/1994,3895.34
11/2/1994,3894.78
14/2/1994,3904.06
15/2/1994,3928.27
16/2/1994,3937.27
17/2/1994,3922.64
18/2/1994,3887.46
22/2/1994,3911.66
23/2/1994,3891.68
24/2/1994,3839.9
25/2/1994,3838.78
28/2/1994,3832.02
1/3/1994,3809.23
2/3/1994,3831.74
3/3/1994,3824.42
4/3/1994,3832.3
7/3/1994,3856.22
8/3/1994,3851.72
9/3/1994,3853.41
10/3/1994,3830.62
11/3/1994,3862.7
14/3/1994,3862.98
15/3/1994,3849.59
16/3/1994,3848.15
17/3/1994,3865.14
18/3/1994,3895.65
21/3/1994,3864.85
22/3/1994,3862.55
23/3/1994,3869.46
24/3/1994,3821.09
25/3/1994,3774.73
28/3/1994,3762.35
29/3/1994,3699.02
30/3/1994,3626.75
31/3/1994,3635.96
4/4/1994,3593.35
5/4/1994,3675.41
6/4/1994,3679.73
7/4/1994,3693.26
8/4/1994,3674.26
11/4/1994,3688.83
12/4/1994,3681.69
13/4/1994,3661.47
14/4/1994,3663.25
15/4/1994,3661.47
18/4/1994,3620.42
19/4/1994,3619.82
20/4/1994,3598.71
21/4/1994,3652.54
22/4/1994,3648.68
25/4/1994,3705.78
26/4/1994,3699.54
28/4/1994,3668.31
29/4/1994,3681.69
2/5/1994,3701.02
3/5/1994,3714.41
4/5/1994,3697.75
5/5/1994,3695.97
6/5/1994,3669.5
9/5/1994,3629.04
10/5/1994,3656.41
11/5/1994,3629.04
12/5/1994,3652.84
13/5/1994,3659.68
16/5/1994,3671.5
17/5/1994,3720.61
18/5/1994,3732.89
19/5/1994,3758.98
20/5/1994,3766.35
23/5/1994,3742.41
24/5/1994,3745.17
25/5/1994,3755.3
26/5/1994,3753.46
27/5/1994,3757.14
31/5/1994,3758.37
1/6/1994,3760.83
2/6/1994,3758.99
3/6/1994,3772.22
6/6/1994,3768.52
7/6/1994,3755.91
8/6/1994,3749.45
9/6/1994,3753.14
10/6/1994,3773.45
13/6/1994,3783.12
14/6/1994,3814.83
15/6/1994,3790.41
16/6/1994,3811.34
17/6/1994,3776.78
20/6/1994,3741.9
21/6/1994,3707.97
22/6/1994,3724.77
23/6/1994,3699.09
24/6/1994,3636.94
27/6/1994,3685.5
28/6/1994,3669.64
29/6/1994,3667.05
30/6/1994,3624.96
1/7/1994,3646.65
5/7/1994,3652.48
6/7/1994,3674.5
7/7/1994,3688.42
8/7/1994,3709.14
11/7/1994,3702.99
12/7/1994,3702.66
13/7/1994,3704.28
14/7/1994,3739.25
15/7/1994,3753.81
18/7/1994,3755.43
19/7/1994,3748.31
20/7/1994,3727.27
21/7/1994,3732.45
22/7/1994,3735.04
25/7/1994,3741.84
26/7/1994,3735.68
27/7/1994,3720.47
28/7/1994,3730.83
29/7/1994,3764.5
1/8/1994,3798.17
2/8/1994,3796.22
3/8/1994,3792.66
4/8/1994,3765.79
5/8/1994,3747.02
8/8/1994,3753.81
9/8/1994,3755.76
10/8/1994,3766.76
11/8/1994,3750.9
12/8/1994,3768.71
15/8/1994,3760.29
16/8/1994,3784.57
17/8/1994,3776.48
18/8/1994,3755.43
19/8/1994,3755.11
22/8/1994,3751.22
23/8/1994,3775.83
24/8/1994,3846.73
25/8/1994,3829.89
26/8/1994,3881.05
29/8/1994,3898.85
30/8/1994,3917.3
31/8/1994,3913.42
1/9/1994,3901.44
2/9/1994,3885.58
6/9/1994,3898.7
7/9/1994,3886.25
8/9/1994,3908.46
9/9/1994,3874.81
12/9/1994,3860.34
13/9/1994,3879.86
14/9/1994,3895.33
15/9/1994,3953.88
16/9/1994,3933.35
19/9/1994,3936.72
20/9/1994,3869.09
21/9/1994,3851.6
22/9/1994,3837.13
23/9/1994,3831.75
26/9/1994,3849.24
27/9/1994,3863.04
28/9/1994,3878.18
29/9/1994,3854.63
30/9/1994,3843.19
3/10/1994,3846.89
4/10/1994,3801.13
5/10/1994,3787.34
6/10/1994,3775.56
7/10/1994,3797.43
10/10/1994,3821.32
11/10/1994,3876.83
12/10/1994,3875.15
13/10/1994,3889.95
14/10/1994,3910.47
17/10/1994,3923.93
18/10/1994,3917.54
19/10/1994,3936.04
20/10/1994,3911.15
21/10/1994,3891.3
24/10/1994,3855.3
25/10/1994,3850.59
26/10/1994,3848.23
27/10/1994,3875.15
28/10/1994,3930.66
31/10/1994,3908.12
1/11/1994,3863.37
2/11/1994,3837.13
3/11/1994,3845.88
4/11/1994,3807.52
7/11/1994,3808.87
8/11/1994,3830.74
9/11/1994,3831.75
10/11/1994,3821.99
11/11/1994,3801.47
14/11/1994,3829.73
15/11/1994,3826.36
16/11/1994,3845.2
17/11/1994,3828.05
18/11/1994,3815.26
21/11/1994,3769.51
22/11/1994,3677.99
23/11/1994,3674.63
25/11/1994,3708.27
28/11/1994,3739.56
29/11/1994,3738.55
30/11/1994,3739.23
1/12/1994,3700.87
2/12/1994,3745.62
5/12/1994,3741.92
6/12/1994,3745.95
7/12/1994,3735.52
8/12/1994,3685.73
9/12/1994,3691.11
12/12/1994,3718.37
13/12/1994,3715.34
14/12/1994,3746.29
15/12/1994,3765.47
16/12/1994,3807.19
19/12/1994,3790.7
20/12/1994,3767.15
21/12/1994,3801.8
22/12/1994,3814.92
23/12/1994,3833.43
27/12/1994,3861.69
28/12/1994,3839.49
29/12/1994,3833.43
30/12/1994,3834.44
3/1/1995,3838.48
4/1/1995,3857.65
5/1/1995,3850.92
6/1/1995,3867.41
9/1/1995,3861.35
10/1/1995,3866.74
11/1/1995,3862.03
12/1/1995,3859
13/1/1995,3908.46
16/1/1995,3932.34
17/1/1995,3930.66
18/1/1995,3928.98
19/1/1995,3882.21
20/1/1995,3869.43
23/1/1995,3867.41
24/1/1995,3862.7
25/1/1995,3871.45
26/1/1995,3870.44
27/1/1995,3857.99
30/1/1995,3832.08
31/1/1995,3843.86
1/2/1995,3847.56
2/2/1995,3870.77
3/2/1995,3928.64
6/2/1995,3937.73
7/2/1995,3937.39
8/2/1995,3935.37
9/2/1995,3932.68
10/2/1995,3939.07
13/2/1995,3954.21
14/2/1995,3958.25
15/2/1995,3986.17
16/2/1995,3987.52
17/2/1995,3953.54
21/2/1995,3963.97
22/2/1995,3973.05
23/2/1995,4003.33
24/2/1995,4011.74
27/2/1995,3988.57
28/2/1995,4011.05
1/3/1995,3994.8
2/3/1995,3979.93
3/3/1995,3989.61
6/3/1995,3997.56
7/3/1995,3962.63
8/3/1995,3979.23
9/3/1995,3983.39
10/3/1995,4035.61
13/3/1995,4025.23
14/3/1995,4048.75
15/3/1995,4038.37
16/3/1995,4069.15
17/3/1995,4073.65
20/3/1995,4083.68
21/3/1995,4072.61
22/3/1995,4082.99
23/3/1995,4087.83
24/3/1995,4138.67
27/3/1995,4157.34
28/3/1995,4151.81
29/3/1995,4160.8
30/3/1995,4172.56
31/3/1995,4157.69
3/4/1995,4168.41
4/4/1995,4201.61
5/4/1995,4200.57
6/4/1995,4205.41
7/4/1995,4192.62
10/4/1995,4198.15
11/4/1995,4187.08
12/4/1995,4197.81
13/4/1995,4208.18
17/4/1995,4195.38
18/4/1995,4179.13
19/4/1995,4207.49
20/4/1995,4230.66
21/4/1995,4270.09
24/4/1995,4303.98
25/4/1995,4300.17
26/4/1995,4299.83
27/4/1995,4314.7
28/4/1995,4321.27
1/5/1995,4316.08
2/5/1995,4328.88
3/5/1995,4373.15
4/5/1995,4359.66
5/5/1995,4343.4
8/5/1995,4383.87
9/5/1995,4390.78
10/5/1995,4404.62
11/5/1995,4411.19
12/5/1995,4430.56
15/5/1995,4437.47
16/5/1995,4435.05
17/5/1995,4422.6
18/5/1995,4340.64
19/5/1995,4341.33
22/5/1995,4395.63
23/5/1995,4436.44
24/5/1995,4438.16
25/5/1995,4412.23
26/5/1995,4369
30/5/1995,4378.68
31/5/1995,4465.14
1/6/1995,4472.75
2/6/1995,4444.39
5/6/1995,4476.55
6/6/1995,4485.2
7/6/1995,4462.03
8/6/1995,4458.57
9/6/1995,4423.99
12/6/1995,4446.46
13/6/1995,4484.51
14/6/1995,4491.08
15/6/1995,4496.27
16/6/1995,4510.79
19/6/1995,4553.68
20/6/1995,4550.56
21/6/1995,4547.1
22/6/1995,4589.64
23/6/1995,4585.84
26/6/1995,4551.25
27/6/1995,4542.61
28/6/1995,4556.79
29/6/1995,4550.56
30/6/1995,4556.1
3/7/1995,4585.15
5/7/1995,4615.23
6/7/1995,4664
7/7/1995,4702.73
10/7/1995,4702.39
11/7/1995,4680.6
12/7/1995,4727.29
13/7/1995,4727.48
14/7/1995,4708.82
17/7/1995,4736.29
18/7/1995,4686.28
19/7/1995,4628.87
20/7/1995,4641.55
21/7/1995,4641.55
24/7/1995,4668.67
25/7/1995,4714.45
26/7/1995,4707.06
27/7/1995,4732.77
28/7/1995,4715.51
31/7/1995,4708.47
1/8/1995,4700.37
2/8/1995,4690.15
3/8/1995,4701.42
4/8/1995,4683.46
7/8/1995,4693.32
8/8/1995,4693.32
9/8/1995,4671.49
10/8/1995,4643.66
11/8/1995,4618.3
14/8/1995,4659.86
15/8/1995,4640.84
16/8/1995,4639.08
17/8/1995,4630.63
18/8/1995,4617.6
21/8/1995,4614.78
22/8/1995,4620.42
23/8/1995,4584.85
24/8/1995,4580.62
25/8/1995,4601.4
28/8/1995,4594
29/8/1995,4608.44
30/8/1995,4604.6
31/8/1995,4610.56
1/9/1995,4647.54
5/9/1995,4670.08
6/9/1995,4683.81
7/9/1995,4669.72
8/9/1995,4700.72
11/9/1995,4704.94
12/9/1995,4747.21
13/9/1995,4765.52
14/9/1995,4801.8
15/9/1995,4797.57
18/9/1995,4780.41
19/9/1995,4767.04
20/9/1995,4792.69
21/9/1995,4767.4
22/9/1995,4764.15
25/9/1995,4769.93
26/9/1995,4765.6
27/9/1995,4762.35
28/9/1995,4787.64
29/9/1995,4789.08
2/10/1995,4761.26
3/10/1995,4749.7
4/10/1995,4740.67
5/10/1995,4762.71
6/10/1995,4769.21
9/10/1995,4726.22
10/10/1995,4720.8
11/10/1995,4735.25
12/10/1995,4764.88
13/10/1995,4793.78
16/10/1995,4784.38
17/10/1995,4795.95
18/10/1995,4777.52
19/10/1995,4802.45
20/10/1995,4794.86
23/10/1995,4755.48
24/10/1995,4783.66
25/10/1995,4753.68
26/10/1995,4703.82
27/10/1995,4741.75
30/10/1995,4756.57
31/10/1995,4755.48
1/11/1995,4766.68
2/11/1995,4808.59
3/11/1995,4825.57
6/11/1995,4814.01
7/11/1995,4797.03
8/11/1995,4852.67
9/11/1995,4864.23
10/11/1995,4870.37
13/11/1995,4872.9
14/11/1995,4871.81
15/11/1995,4922.75
16/11/1995,4969.36
17/11/1995,4989.95
20/11/1995,4983.09
21/11/1995,5023.55
22/11/1995,5041.61
24/11/1995,5048.84
27/11/1995,5070.88
28/11/1995,5078.1
29/11/1995,5105.56
30/11/1995,5074.49
1/12/1995,5087.13
4/12/1995,5139.52
5/12/1995,5177.45
6/12/1995,5199.13
7/12/1995,5159.39
8/12/1995,5156.86
11/12/1995,5184.32
12/12/1995,5174.92
13/12/1995,5216.47
14/12/1995,5182.15
15/12/1995,5176.73
18/12/1995,5075.21
19/12/1995,5109.89
20/12/1995,5059.32
21/12/1995,5096.53
22/12/1995,5097.97
26/12/1995,5110.26
27/12/1995,5105.92
28/12/1995,5095.8
29/12/1995,5117.12
2/1/1996,5177.45
3/1/1996,5194.07
4/1/1996,5173.84
5/1/1996,5181.43
8/1/1996,5197.7
9/1/1996,5130.13
10/1/1996,5032.94
11/1/1996,5065.1
12/1/1996,5061.12
15/1/1996,5043.78
16/1/1996,5088.22
17/1/1996,5066.9
18/1/1996,5124.35
19/1/1996,5184.68
22/1/1996,5219.36
23/1/1996,5192.27
24/1/1996,5242.84
25/1/1996,5216.83
26/1/1996,5271.75
29/1/1996,5304.98
30/1/1996,5381.21
31/1/1996,5395.3
1/2/1996,5405.06
2/2/1996,5373.99
5/2/1996,5407.59
6/2/1996,5459.61
7/2/1996,5492.12
8/2/1996,5539.45
9/2/1996,5541.62
12/2/1996,5600.15
13/2/1996,5601.23
14/2/1996,5579.55
15/2/1996,5551.37
16/2/1996,5503.32
20/2/1996,5458.53
21/2/1996,5515.97
22/2/1996,5608.46
23/2/1996,5630.49
26/2/1996,5565.1
27/2/1996,5549.21
28/2/1996,5506.21
29/2/1996,5485.62
1/3/1996,5536.56
4/3/1996,5600.15
5/3/1996,5642.42
6/3/1996,5629.77
7/3/1996,5641.69
8/3/1996,5470.45
11/3/1996,5581
12/3/1996,5583.89
13/3/1996,5568.72
14/3/1996,5586.06
15/3/1996,5584.97
18/3/1996,5683.6
19/3/1996,5669.51
20/3/1996,5655.42
21/3/1996,5626.88
22/3/1996,5636.64
25/3/1996,5643.86
26/3/1996,5670.6
27/3/1996,5626.88
28/3/1996,5630.85
29/3/1996,5587.14
1/4/1996,5637.72
2/4/1996,5671.68
3/4/1996,5689.74
4/4/1996,5682.88
8/4/1996,5594.37
9/4/1996,5560.41
10/4/1996,5485.98
11/4/1996,5487.07
12/4/1996,5532.59
15/4/1996,5592.92
16/4/1996,5620.02
17/4/1996,5549.93
18/4/1996,5551.74
19/4/1996,5535.48
22/4/1996,5564.74
23/4/1996,5588.59
24/4/1996,5553.9
25/4/1996,5566.91
26/4/1996,5567.99
29/4/1996,5573.41
30/4/1996,5569.08
1/5/1996,5575.22
2/5/1996,5498.27
3/5/1996,5478.03
6/5/1996,5464.31
7/5/1996,5420.95
8/5/1996,5474.06
9/5/1996,5475.14
10/5/1996,5518.14
13/5/1996,5582.6
14/5/1996,5624.71
15/5/1996,5625.44
16/5/1996,5635.05
17/5/1996,5687.5
20/5/1996,5748.82
21/5/1996,5736.26
22/5/1996,5778
23/5/1996,5762.12
24/5/1996,5762.86
28/5/1996,5709.67
29/5/1996,5673.83
30/5/1996,5693.41
31/5/1996,5643.18
3/6/1996,5624.71
4/6/1996,5665.71
5/6/1996,5697.48
6/6/1996,5667.19
7/6/1996,5697.11
10/6/1996,5687.87
11/6/1996,5668.66
12/6/1996,5668.29
13/6/1996,5657.95
14/6/1996,5649.45
17/6/1996,5652.78
18/6/1996,5628.03
19/6/1996,5648.35
20/6/1996,5659.43
21/6/1996,5705.23
24/6/1996,5717.79
25/6/1996,5719.27
26/6/1996,5682.7
27/6/1996,5677.53
28/6/1996,5654.63
1/7/1996,5729.98
2/7/1996,5720.38
3/7/1996,5703.02
5/7/1996,5588.14
8/7/1996,5550.83
9/7/1996,5581.86
10/7/1996,5603.65
11/7/1996,5520.54
12/7/1996,5510.56
15/7/1996,5349.51
16/7/1996,5358.76
17/7/1996,5376.88
18/7/1996,5464.18
19/7/1996,5426.82
22/7/1996,5390.94
23/7/1996,5346.55
24/7/1996,5354.69
25/7/1996,5422.01
26/7/1996,5473.06
29/7/1996,5434.59
30/7/1996,5481.93
31/7/1996,5528.91
1/8/1996,5594.75
2/8/1996,5679.83
5/8/1996,5674.28
6/8/1996,5696.11
7/8/1996,5718.67
8/8/1996,5713.49
9/8/1996,5681.31
12/8/1996,5704.98
13/8/1996,5647.28
14/8/1996,5666.9
15/8/1996,5665.78
16/8/1996,5689.45
19/8/1996,5699.44
20/8/1996,5721.26
21/8/1996,5689.82
22/8/1996,5733.47
23/8/1996,5722.74
26/8/1996,5693.89
27/8/1996,5711.27
28/8/1996,5712.38
29/8/1996,5647.65
30/8/1996,5616.21
3/9/1996,5648.39
4/9/1996,5656.9
5/9/1996,5606.96
6/9/1996,5659.86
9/9/1996,5733.84
10/9/1996,5727.18
11/9/1996,5754.92
12/9/1996,5771.94
13/9/1996,5838.52
16/9/1996,5889.2
17/9/1996,5888.83
18/9/1996,5877.36
19/9/1996,5867.74
20/9/1996,5888.46
23/9/1996,5894.74
24/9/1996,5874.03
25/9/1996,5877.36
26/9/1996,5868.85
27/9/1996,5872.92
30/9/1996,5882.17
1/10/1996,5904.9
2/10/1996,5933.97
3/10/1996,5932.85
4/10/1996,5992.86
7/10/1996,5979.81
8/10/1996,5966.77
9/10/1996,5930.62
10/10/1996,5921.67
11/10/1996,5969.38
14/10/1996,6010
15/10/1996,6004.78
16/10/1996,6020.81
17/10/1996,6059.2
18/10/1996,6094.23
21/10/1996,6090.87
22/10/1996,6061.8
23/10/1996,6036.46
24/10/1996,5992.48
25/10/1996,6007.02
28/10/1996,5972.73
29/10/1996,6007.02
30/10/1996,5993.23
31/10/1996,6029.38
1/11/1996,6021.93
4/11/1996,6041.68
5/11/1996,6081.18
6/11/1996,6177.71
7/11/1996,6206.04
8/11/1996,6219.82
11/11/1996,6255.6
12/11/1996,6266.04
13/11/1996,6274.24
14/11/1996,6313
15/11/1996,6348.03
18/11/1996,6346.91
19/11/1996,6397.6
20/11/1996,6430.02
21/11/1996,6418.47
22/11/1996,6471.76
25/11/1996,6547.79
26/11/1996,6528.41
27/11/1996,6499.34
29/11/1996,6521.7
2/12/1996,6521.7
3/12/1996,6442.69
4/12/1996,6422.94
5/12/1996,6437.1
6/12/1996,6381.94
9/12/1996,6463.94
10/12/1996,6473.25
11/12/1996,6402.52
12/12/1996,6303.71
13/12/1996,6304.87
16/12/1996,6268.35
17/12/1996,6308.33
18/12/1996,6346.77
19/12/1996,6473.64
20/12/1996,6484.4
23/12/1996,6489.02
24/12/1996,6522.85
26/12/1996,6546.68
27/12/1996,6560.91
30/12/1996,6549.37
31/12/1996,6448.27
2/1/1997,6442.49
3/1/1997,6544.09
6/1/1997,6567.18
7/1/1997,6600.66
8/1/1997,6549.48
9/1/1997,6625.67
10/1/1997,6703.79
13/1/1997,6709.18
14/1/1997,6762.29
15/1/1997,6726.88
16/1/1997,6765.37
17/1/1997,6833.1
20/1/1997,6843.87
21/1/1997,6883.9
22/1/1997,6850.03
23/1/1997,6755.75
24/1/1997,6696.48
27/1/1997,6660.69
28/1/1997,6656.08
29/1/1997,6740.74
30/1/1997,6823.86
31/1/1997,6813.09
3/2/1997,6806.16
4/2/1997,6833.48
5/2/1997,6746.9
6/2/1997,6773.06
7/2/1997,6855.8
10/2/1997,6806.54
11/2/1997,6858.11
12/2/1997,6961.63
13/2/1997,7022.44
14/2/1997,6988.96
18/2/1997,7067.46
19/2/1997,7020.13
20/2/1997,6927.38
21/2/1997,6931.62
24/2/1997,7008.2
25/2/1997,7037.83
26/2/1997,6983.18
27/2/1997,6925.07
28/2/1997,6877.74
3/3/1997,6918.92
4/3/1997,6852.72
5/3/1997,6945.85
6/3/1997,6944.7
7/3/1997,7000.89
10/3/1997,7079.39
11/3/1997,7085.16
12/3/1997,7039.37
13/3/1997,6878.89
14/3/1997,6935.46
17/3/1997,6955.48
18/3/1997,6896.56
19/3/1997,6877.68
20/3/1997,6820.28
21/3/1997,6804.79
24/3/1997,6905.25
25/3/1997,6876.17
26/3/1997,6880.7
27/3/1997,6740.59
31/3/1997,6583.48
1/4/1997,6611.05
2/4/1997,6517
3/4/1997,6477.4
4/4/1997,6526.1
7/4/1997,6555.9
8/4/1997,6609.2
9/4/1997,6563.8
10/4/1997,6540.05
11/4/1997,6391.7
14/4/1997,6451.9
15/4/1997,6587.16
16/4/1997,6679.87
17/4/1997,6658.6
18/4/1997,6703.35
21/4/1997,6660.2
22/4/1997,6833.6
23/4/1997,6812.7
24/4/1997,6792.3
25/4/1997,6738.9
28/4/1997,6783
29/4/1997,6962
30/4/1997,7009
1/5/1997,6976.5
2/5/1997,7071.2
5/5/1997,7213.68
6/5/1997,7225.3
7/5/1997,7085.65
8/5/1997,7136.6
9/5/1997,7169.5
12/5/1997,7292.8
13/5/1997,7274.2
14/5/1997,7286.2
15/5/1997,7333.5
16/5/1997,7194.7
19/5/1997,7228.9
20/5/1997,7303.5
21/5/1997,7290.7
22/5/1997,7258.1
23/5/1997,7345.9
27/5/1997,7383.4
28/5/1997,7357.2
29/5/1997,7330.2
30/5/1997,7331
2/6/1997,7289.4
3/6/1997,7312.1
4/6/1997,7269.7
5/6/1997,7305.3
6/6/1997,7435.8
9/6/1997,7478.5
10/6/1997,7539.27
11/6/1997,7575.8
12/6/1997,7711.5
13/6/1997,7782
16/6/1997,7772.1
17/6/1997,7760.8
18/6/1997,7718.7
19/6/1997,7777.1
20/6/1997,7796.5
23/6/1997,7604.3
24/6/1997,7758.06
25/6/1997,7690
26/6/1997,7654.3
27/6/1997,7687.7
30/6/1997,7672.8
1/7/1997,7722.3
2/7/1997,7795.38
3/7/1997,7895.8
7/7/1997,7858.5
8/7/1997,7962.3
9/7/1997,7842.4
10/7/1997,7886.8
11/7/1997,7921.8
14/7/1997,7923
15/7/1997,7975.7
16/7/1997,8038.9
17/7/1997,8020.8
18/7/1997,7890.5
21/7/1997,7906.7
22/7/1997,8061.6
23/7/1997,8088.36
24/7/1997,8116.9
25/7/1997,8113.4
28/7/1997,8121.1
29/7/1997,8174.5
30/7/1997,8254.9
31/7/1997,8222.6
1/8/1997,8194
4/8/1997,8198.5
5/8/1997,8187.5
6/8/1997,8259.3
7/8/1997,8188
8/8/1997,8031.2
11/8/1997,8062.1
12/8/1997,7960.8
13/8/1997,7928.3
14/8/1997,7942
15/8/1997,7694.7
18/8/1997,7803.36
19/8/1997,7918.1
20/8/1997,8021.2
21/8/1997,7894
22/8/1997,7887.9
25/8/1997,7859.6
26/8/1997,7782.2
27/8/1997,7787.3
28/8/1997,7694.4
29/8/1997,7622.4
2/9/1997,7879.8
3/9/1997,7894.6
4/9/1997,7867.2
5/9/1997,7822.4
8/9/1997,7835.2
9/9/1997,7851.9
10/9/1997,7719.3
11/9/1997,7661
12/9/1997,7743
15/9/1997,7721.1
16/9/1997,7895.9
17/9/1997,7886.4
18/9/1997,7922.7
19/9/1997,7917.3
22/9/1997,7996.8
23/9/1997,7970.1
24/9/1997,7906.7
25/9/1997,7848
26/9/1997,7922.2
29/9/1997,7991.4
30/9/1997,7945.3
1/10/1997,8015.5
2/10/1997,8027.5
3/10/1997,8038.6
6/10/1997,8100.2
7/10/1997,8178.3
8/10/1997,8095.1
9/10/1997,8061.4
10/10/1997,8045.2
13/10/1997,8072.2
14/10/1997,8096.3
15/10/1997,8058
16/10/1997,7938.9
17/10/1997,7847
20/10/1997,7921.4
21/10/1997,8060.4
22/10/1997,8034.6
23/10/1997,7847.8
24/10/1997,7715.4
27/10/1997,7161.2
28/10/1997,7498.3
29/10/1997,7506.7
30/10/1997,7381.7
31/10/1997,7442.1
3/11/1997,7674.4
4/11/1997,7689.1
5/11/1997,7692.6
6/11/1997,7683.2
7/11/1997,7581.3
10/11/1997,7552.6
11/11/1997,7558.7
12/11/1997,7401.3
13/11/1997,7487.8
14/11/1997,7572.5
17/11/1997,7698.2
18/11/1997,7650.8
19/11/1997,7724.7
20/11/1997,7826.6
21/11/1997,7881.07
24/11/1997,7767.9
25/11/1997,7809
26/11/1997,7794.8
28/11/1997,7823.1
1/12/1997,8013.1
2/12/1997,8018.8
3/12/1997,8032
4/12/1997,8050.2
5/12/1997,8149.1
8/12/1997,8110.8
9/12/1997,8049.7
10/12/1997,7978.8
11/12/1997,7849
12/12/1997,7838.3
15/12/1997,7922.6
16/12/1997,7976.3
17/12/1997,7957.4
18/12/1997,7846.5
19/12/1997,7756.3
22/12/1997,7819.3
23/12/1997,7691.8
24/12/1997,7660.13
26/12/1997,7679.3
29/12/1997,7792.4
30/12/1997,7916
31/12/1997,7908.3
2/1/1998,7965
5/1/1998,7979
6/1/1998,7906.25
7/1/1998,7902.3
8/1/1998,7802.6
9/1/1998,7580.4
12/1/1998,7647.2
13/1/1998,7732.1
14/1/1998,7784.7
15/1/1998,7691.8
16/1/1998,7753.5
20/1/1998,7873.1
21/1/1998,7794.4
22/1/1998,7730.9
23/1/1998,7700.7
26/1/1998,7712.94
27/1/1998,7815.08
28/1/1998,7915.47
29/1/1998,7973.02
30/1/1998,7906.5
2/2/1998,8107.78
3/2/1998,8160.35
4/2/1998,8129.71
5/2/1998,8117.25
6/2/1998,8189.49
9/2/1998,8180.52
10/2/1998,8295.61
11/2/1998,8314.55
12/2/1998,8369.6
13/2/1998,8370.1
17/2/1998,8398.5
18/2/1998,8451.06
19/2/1998,8375.58
20/2/1998,8413.94
23/2/1998,8410.2
24/2/1998,8370.1
25/2/1998,8457.78
26/2/1998,8490.67
27/2/1998,8545.72
2/3/1998,8550.45
3/3/1998,8584.83
4/3/1998,8539.24
5/3/1998,8444.33
6/3/1998,8569.39
9/3/1998,8567.14
10/3/1998,8643.12
11/3/1998,8675.75
12/3/1998,8659.56
13/3/1998,8602.52
16/3/1998,8718.85
17/3/1998,8749.99
18/3/1998,8775.4
19/3/1998,8803.05
20/3/1998,8906.43
23/3/1998,8816.25
24/3/1998,8904.44
25/3/1998,8872.8
26/3/1998,8846.89
27/3/1998,8796.08
30/3/1998,8782.12
31/3/1998,8799.81
1/4/1998,8868.32
2/4/1998,8986.64
3/4/1998,8983.41
6/4/1998,9033.23
7/4/1998,8956.5
8/4/1998,8891.48
9/4/1998,8994.86
13/4/1998,9012.3
14/4/1998,9110.2
15/4/1998,9162.27
16/4/1998,9076.57
17/4/1998,9167.5
20/4/1998,9141.84
21/4/1998,9184.94
22/4/1998,9176.72
23/4/1998,9143.33
24/4/1998,9064.62
27/4/1998,8917.64
28/4/1998,8898.96
29/4/1998,8951.52
30/4/1998,9063.37
1/5/1998,9147.07
4/5/1998,9192.66
5/5/1998,9147.57
6/5/1998,9054.65
7/5/1998,8976.68
8/5/1998,9055.15
11/5/1998,9091.52
12/5/1998,9161.77
13/5/1998,9211.84
14/5/1998,9172.23
15/5/1998,9096
18/5/1998,9050.91
19/5/1998,9054.65
20/5/1998,9171.48
21/5/1998,9132.37
22/5/1998,9114.44
26/5/1998,8963.73
27/5/1998,8936.57
28/5/1998,8970.2
29/5/1998,8899.95
1/6/1998,8922.37
2/6/1998,8891.24
3/6/1998,8803.8
4/6/1998,8870.56
5/6/1998,9037.71
8/6/1998,9069.6
9/6/1998,9049.92
10/6/1998,8971.7
11/6/1998,8811.77
12/6/1998,8834.94
15/6/1998,8627.93
16/6/1998,8665.29
17/6/1998,8829.46
18/6/1998,8813.01
19/6/1998,8712.87
22/6/1998,8711.13
23/6/1998,8828.46
24/6/1998,8923.87
25/6/1998,8935.58
26/6/1998,8944.54
29/6/1998,8997.36
30/6/1998,8952.02
1/7/1998,9048.67
2/7/1998,9025.26
6/7/1998,9091.77
7/7/1998,9085.04
8/7/1998,9174.97
9/7/1998,9089.78
10/7/1998,9105.74
13/7/1998,9096.21
14/7/1998,9245.54
15/7/1998,9234.47
16/7/1998,9328.19
17/7/1998,9337.97
20/7/1998,9295.75
21/7/1998,9190.19
22/7/1998,9128.91
23/7/1998,8932.98
24/7/1998,8937.36
27/7/1998,9028.24
28/7/1998,8934.78
29/7/1998,8914.96
30/7/1998,9026.95
31/7/1998,8883.29
3/8/1998,8786.74
