,DJI
9/9/1982,912.530029
10/9/1982,906.820007
13/9/1982,918.690002
14/9/1982,923.01001
15/9/1982,930.460022
16/9/1982,927.799988
17/9/1982,916.940002
20/9/1982,916.299988
21/9/1982,934.789978
22/9/1982,927.609985
23/9/1982,925.77002
24/9/1982,919.52002
27/9/1982,920.900024
28/9/1982,919.330017
29/9/1982,906.27002
30/9/1982,896.25
1/10/1982,907.73999
4/10/1982,903.609985
5/10/1982,907.190002
6/10/1982,944.26001
7/10/1982,965.969971
8/10/1982,986.849976
11/10/1982,1012.789978
12/10/1982,1003.679993
13/10/1982,1015.179993
14/10/1982,996.869995
15/10/1982,993.099976
18/10/1982,1019.219971
19/10/1982,1013.799988
20/10/1982,1034.119995
21/10/1982,1036.97998
22/10/1982,1031.459961
25/10/1982,995.130005
26/10/1982,1006.070007
27/10/1982,1006.349976
28/10/1982,990.98999
29/10/1982,991.719971
1/11/1982,1005.700012
2/11/1982,1022.080017
3/11/1982,1065.48999
4/11/1982,1050.219971
5/11/1982,1051.780029
8/11/1982,1037.439941
9/11/1982,1060.25
10/11/1982,1044.52002
11/11/1982,1054.72998
12/11/1982,1039.920044
15/11/1982,1021.429993
16/11/1982,1008
17/11/1982,1027.5
18/11/1982,1032.099976
19/11/1982,1021.25
22/11/1982,1000
23/11/1982,990.98999
24/11/1982,1000
26/11/1982,1007.359985
29/11/1982,1002.849976
30/11/1982,1039.280029
1/12/1982,1031.089966
2/12/1982,1033.109985
3/12/1982,1031.359985
6/12/1982,1055.650024
7/12/1982,1056.939941
8/12/1982,1047.089966
9/12/1982,1027.959961
10/12/1982,1018.76001
13/12/1982,1024.280029
14/12/1982,1009.380005
15/12/1982,992.640015
16/12/1982,990.25
17/12/1982,1011.5
20/12/1982,1004.51001
21/12/1982,1030.26001
22/12/1982,1035.040039
23/12/1982,1045.069946
27/12/1982,1070.550049
28/12/1982,1058.869995
29/12/1982,1059.599976
30/12/1982,1047.369995
31/12/1982,1046.540039
3/1/1983,1027.040039
4/1/1983,1046.079956
5/1/1983,1044.890015
6/1/1983,1070.920044
7/1/1983,1076.069946
10/1/1983,1092.349976
11/1/1983,1083.790039
12/1/1983,1083.609985
13/1/1983,1073.949951
14/1/1983,1080.849976
17/1/1983,1084.810059
18/1/1983,1079.650024
19/1/1983,1068.060059
20/1/1983,1070.819946
21/1/1983,1052.97998
24/1/1983,1030.170044
25/1/1983,1042.030029
26/1/1983,1037.98999
27/1/1983,1063.650024
28/1/1983,1064.75
31/1/1983,1075.699951
1/2/1983,1059.790039
2/2/1983,1062.640015
3/2/1983,1064.660034
4/2/1983,1077.910034
7/2/1983,1087.099976
8/2/1983,1075.329956
9/2/1983,1067.420044
10/2/1983,1087.75
11/2/1983,1086.5
14/2/1983,1097.099976
15/2/1983,1093.099976
16/2/1983,1087.430054
17/2/1983,1088.910034
18/2/1983,1092.819946
22/2/1983,1080.400024
23/2/1983,1096.939941
24/2/1983,1121.810059
25/2/1983,1120.939941
28/2/1983,1112.619995
1/3/1983,1130.709961
2/3/1983,1135.060059
3/3/1983,1138.060059
4/3/1983,1140.959961
7/3/1983,1141.73999
8/3/1983,1119.780029
9/3/1983,1132.640015
10/3/1983,1120.939941
11/3/1983,1117.73999
14/3/1983,1114.449951
15/3/1983,1124.52002
16/3/1983,1116
17/3/1983,1116.969971
18/3/1983,1117.73999
21/3/1983,1125.290039
22/3/1983,1122.969971
23/3/1983,1140.869995
24/3/1983,1145.900024
25/3/1983,1140.089966
28/3/1983,1133.319946
29/3/1983,1131.189941
30/3/1983,1143.290039
31/3/1983,1130.030029
4/4/1983,1127.609985
5/4/1983,1120.160034
6/4/1983,1113.48999
7/4/1983,1117.650024
8/4/1983,1124.709961
11/4/1983,1141.829956
12/4/1983,1145.319946
13/4/1983,1156.640015
14/4/1983,1165.25
15/4/1983,1171.339966
18/4/1983,1183.23999
19/4/1983,1174.540039
20/4/1983,1191.469971
21/4/1983,1188.27002
22/4/1983,1196.300049
25/4/1983,1187.209961
26/4/1983,1209.459961
27/4/1983,1208.400024
28/4/1983,1219.52002
29/4/1983,1226.199951
2/5/1983,1204.329956
3/5/1983,1208.01001
4/5/1983,1212.650024
5/5/1983,1219.719971
6/5/1983,1232.589966
9/5/1983,1228.22998
10/5/1983,1229.680054
11/5/1983,1219.719971
12/5/1983,1214.400024
13/5/1983,1218.75
16/5/1983,1202.97998
17/5/1983,1205.790039
18/5/1983,1203.560059
19/5/1983,1191.369995
20/5/1983,1190.02002
23/5/1983,1200.560059
24/5/1983,1219.040039
25/5/1983,1229.01001
26/5/1983,1223.48999
27/5/1983,1216.140015
31/5/1983,1199.97998
1/6/1983,1202.209961
2/6/1983,1211.439941
3/6/1983,1213.040039
6/6/1983,1214.23999
7/6/1983,1194.910034
8/6/1983,1185.5
9/6/1983,1189
10/6/1983,1196.109985
13/6/1983,1220.550049
14/6/1983,1227.26001
15/6/1983,1237.280029
16/6/1983,1248.300049
17/6/1983,1242.189941
20/6/1983,1239.180054
21/6/1983,1247.400024
22/6/1983,1245.689941
23/6/1983,1241.790039
24/6/1983,1241.689941
27/6/1983,1229.469971
28/6/1983,1209.22998
29/6/1983,1213.839966
30/6/1983,1221.959961
1/7/1983,1225.26001
5/7/1983,1208.530029
6/7/1983,1220.650024
7/7/1983,1210.439941
8/7/1983,1207.22998
11/7/1983,1215.540039
12/7/1983,1198.52002
13/7/1983,1197.819946
14/7/1983,1204.329956
15/7/1983,1192.310059
18/7/1983,1189.900024
19/7/1983,1197.119995
20/7/1983,1227.859985
21/7/1983,1229.369995
22/7/1983,1231.170044
25/7/1983,1232.869995
26/7/1983,1243.689941
27/7/1983,1230.469971
28/7/1983,1216.349976
29/7/1983,1199.219971
1/8/1983,1194.209961
2/8/1983,1188
3/8/1983,1197.819946
4/8/1983,1183.089966
5/8/1983,1183.290039
8/8/1983,1163.060059
9/8/1983,1168.27002
10/8/1983,1175.97998
11/8/1983,1174.390015
12/8/1983,1182.829956
15/8/1983,1193.5
16/8/1983,1190.449951
17/8/1983,1206.5
18/8/1983,1192.47998
19/8/1983,1194.209961
22/8/1983,1203.150024
23/8/1983,1192.890015
24/8/1983,1184.25
25/8/1983,1185.060059
26/8/1983,1192.069946
29/8/1983,1194.109985
30/8/1983,1196.040039
31/8/1983,1216.160034
1/9/1983,1206.810059
2/9/1983,1215.449951
6/9/1983,1238.719971
7/9/1983,1244.109985
8/9/1983,1246.140015
9/9/1983,1239.73999
12/9/1983,1229.069946
13/9/1983,1224.089966
14/9/1983,1229.469971
15/9/1983,1215.040039
16/9/1983,1225.709961
19/9/1983,1233.939941
20/9/1983,1249.189941
21/9/1983,1243.290039
22/9/1983,1257.52002
23/9/1983,1255.589966
26/9/1983,1260.77002
27/9/1983,1247.969971
28/9/1983,1241.969971
29/9/1983,1240.140015
30/9/1983,1233.130005
3/10/1983,1231.300049
4/10/1983,1236.689941
5/10/1983,1250.199951
6/10/1983,1268.800049
7/10/1983,1272.150024
10/10/1983,1284.650024
11/10/1983,1265.140015
12/10/1983,1259.650024
13/10/1983,1261.380005
14/10/1983,1263.52002
17/10/1983,1268.699951
18/10/1983,1250.810059
19/10/1983,1246.75
20/10/1983,1251.52002
21/10/1983,1248.880005
24/10/1983,1248.97998
25/10/1983,1252.439941
26/10/1983,1243.800049
27/10/1983,1242.069946
28/10/1983,1223.47998
31/10/1983,1225.199951
1/11/1983,1229.27002
2/11/1983,1237.300049
3/11/1983,1227.130005
4/11/1983,1218.290039
7/11/1983,1214.839966
8/11/1983,1214.939941
9/11/1983,1232.52002
10/11/1983,1235.869995
11/11/1983,1250.199951
14/11/1983,1254.069946
15/11/1983,1247.969971
16/11/1983,1251.319946
17/11/1983,1254.670044
18/11/1983,1251.02002
21/11/1983,1268.800049
22/11/1983,1275.810059
23/11/1983,1275.609985
25/11/1983,1277.439941
28/11/1983,1269.819946
29/11/1983,1287.199951
30/11/1983,1276.02002
1/12/1983,1275.099976
2/12/1983,1265.23999
5/12/1983,1270.530029
6/12/1983,1269.310059
7/12/1983,1273.780029
8/12/1983,1261.890015
9/12/1983,1260.060059
12/12/1983,1261.589966
13/12/1983,1255.890015
14/12/1983,1246.650024
15/12/1983,1236.790039
16/12/1983,1242.170044
19/12/1983,1244.609985
20/12/1983,1241.969971
21/12/1983,1254.97998
22/12/1983,1253.660034
23/12/1983,1250.51001
27/12/1983,1263.719971
28/12/1983,1263.209961
29/12/1983,1260.160034
30/12/1983,1258.640015
3/1/1984,1252.73999
4/1/1984,1269.050049
5/1/1984,1282.23999
6/1/1984,1286.640015
9/1/1984,1286.219971
10/1/1984,1278.47998
11/1/1984,1277.319946
12/1/1984,1279.310059
13/1/1984,1270.099976
16/1/1984,1267.589966
17/1/1984,1271.459961
18/1/1984,1269.369995
19/1/1984,1266.02002
20/1/1984,1259.109985
23/1/1984,1244.449951
24/1/1984,1242.880005
25/1/1984,1231.890015
26/1/1984,1229.689941
27/1/1984,1230
30/1/1984,1221.52002
31/1/1984,1220.579956
1/2/1984,1212.310059
2/2/1984,1213.880005
3/2/1984,1197.030029
6/2/1984,1174.310059
7/2/1984,1180.48999
8/2/1984,1156.300049
9/2/1984,1152.73999
10/2/1984,1160.699951
13/2/1984,1150.130005
14/2/1984,1163.839966
15/2/1984,1158.709961
16/2/1984,1154.939941
17/2/1984,1148.869995
21/2/1984,1139.339966
22/2/1984,1134.209961
23/2/1984,1134.630005
24/2/1984,1165.099976
27/2/1984,1179.959961
28/2/1984,1157.140015
29/2/1984,1154.630005
1/3/1984,1159.439941
2/3/1984,1171.47998
5/3/1984,1165.199951
6/3/1984,1152.530029
7/3/1984,1143.630005
8/3/1984,1147.089966
9/3/1984,1139.76001
12/3/1984,1155.359985
13/3/1984,1164.780029
14/3/1984,1166.040039
15/3/1984,1167.400024
16/3/1984,1184.359985
19/3/1984,1171.380005
20/3/1984,1175.77002
21/3/1984,1170.849976
22/3/1984,1155.880005
23/3/1984,1154.839966
26/3/1984,1152.949951
27/3/1984,1154.310059
28/3/1984,1174.619995
29/3/1984,1170.75
30/3/1984,1164.890015
2/4/1984,1153.160034
3/4/1984,1148.76001
4/4/1984,1148.560059
5/4/1984,1130.550049
6/4/1984,1132.219971
9/4/1984,1133.900024
10/4/1984,1138.300049
11/4/1984,1130.969971
12/4/1984,1157.140015
13/4/1984,1150.130005
16/4/1984,1160.280029
17/4/1984,1164.569946
18/4/1984,1156.51001
19/4/1984,1158.079956
23/4/1984,1149.5
24/4/1984,1162.900024
25/4/1984,1163.530029
26/4/1984,1175.25
27/4/1984,1169.069946
30/4/1984,1170.75
1/5/1984,1183
2/5/1984,1186.560059
3/5/1984,1181.530029
4/5/1984,1165.310059
7/5/1984,1166.560059
8/5/1984,1176.300049
9/5/1984,1165.52002
10/5/1984,1167.189941
11/5/1984,1157.140015
14/5/1984,1151.069946
15/5/1984,1150.859985
16/5/1984,1153.160034
17/5/1984,1142.27002
18/5/1984,1133.790039
21/5/1984,1125.310059
22/5/1984,1116.619995
23/5/1984,1113.800049
24/5/1984,1103.430054
25/5/1984,1107.099976
29/5/1984,1101.23999
30/5/1984,1102.589966
31/5/1984,1104.849976
1/6/1984,1124.349976
4/6/1984,1131.569946
5/6/1984,1124.890015
6/6/1984,1133.839966
7/6/1984,1132.439941
8/6/1984,1131.25
11/6/1984,1115.609985
12/6/1984,1110.530029
13/6/1984,1110.530029
14/6/1984,1097.609985
15/6/1984,1086.900024
18/6/1984,1109.650024
19/6/1984,1115.829956
20/6/1984,1131.630005
21/6/1984,1127.209961
22/6/1984,1131.069946
25/6/1984,1130.52002
26/6/1984,1122.790039
27/6/1984,1116.719971
28/6/1984,1126.550049
29/6/1984,1132.400024
2/7/1984,1130.079956
3/7/1984,1134.280029
5/7/1984,1124.560059
6/7/1984,1122.569946
9/7/1984,1134.050049
10/7/1984,1126.880005
11/7/1984,1108.550049
12/7/1984,1104.569946
13/7/1984,1109.869995
16/7/1984,1116.829956
17/7/1984,1122.900024
18/7/1984,1111.640015
19/7/1984,1102.920044
20/7/1984,1101.369995
23/7/1984,1096.619995
24/7/1984,1086.569946
25/7/1984,1096.949951
26/7/1984,1107.550049
27/7/1984,1114.619995
30/7/1984,1109.97998
31/7/1984,1115.280029
1/8/1984,1134.609985
2/8/1984,1166.079956
3/8/1984,1202.079956
6/8/1984,1202.959961
7/8/1984,1204.619995
8/8/1984,1196.109985
9/8/1984,1224.050049
10/8/1984,1218.089966
13/8/1984,1220.079956
14/8/1984,1214.109985
15/8/1984,1198.97998
16/8/1984,1209.140015
17/8/1984,1211.900024
20/8/1984,1216.97998
21/8/1984,1239.72998
22/8/1984,1231.780029
23/8/1984,1232.439941
24/8/1984,1236.530029
27/8/1984,1227.920044
28/8/1984,1232.109985
29/8/1984,1226.920044
30/8/1984,1223.280029
31/8/1984,1224.380005
4/9/1984,1212.349976
5/9/1984,1209.030029
6/9/1984,1218.859985
7/9/1984,1207.380005
10/9/1984,1202.52002
11/9/1984,1197.98999
12/9/1984,1200.310059
13/9/1984,1228.25
14/9/1984,1237.52002
17/9/1984,1237.079956
18/9/1984,1226.26001
19/9/1984,1213.01001
20/9/1984,1216.540039
21/9/1984,1201.73999
24/9/1984,1205.060059
25/9/1984,1207.160034
26/9/1984,1212.119995
27/9/1984,1216.76001
28/9/1984,1206.709961
1/10/1984,1198.97998
2/10/1984,1191.359985
3/10/1984,1182.859985
4/10/1984,1187.390015
5/10/1984,1182.530029
8/10/1984,1177.890015
9/10/1984,1175.130005
10/10/1984,1177.22998
11/10/1984,1183.079956
12/10/1984,1190.699951
15/10/1984,1202.959961
16/10/1984,1197.77002
17/10/1984,1195.890015
18/10/1984,1225.380005
19/10/1984,1225.930054
22/10/1984,1217.199951
23/10/1984,1213.01001
24/10/1984,1216.430054
25/10/1984,1211.02002
26/10/1984,1204.949951
29/10/1984,1201.410034
30/10/1984,1217.310059
31/10/1984,1207.380005
1/11/1984,1217.089966
2/11/1984,1216.650024
5/11/1984,1229.23999
6/11/1984,1244.150024
7/11/1984,1233.219971
8/11/1984,1228.689941
9/11/1984,1218.969971
12/11/1984,1219.189941
13/11/1984,1206.599976
14/11/1984,1206.930054
15/11/1984,1206.160034
16/11/1984,1187.939941
19/11/1984,1185.290039
20/11/1984,1195.119995
21/11/1984,1201.52002
23/11/1984,1220.300049
26/11/1984,1212.349976
27/11/1984,1220.189941
28/11/1984,1205.390015
29/11/1984,1193.459961
30/11/1984,1188.939941
3/12/1984,1182.420044
4/12/1984,1185.069946
5/12/1984,1171.599976
6/12/1984,1170.48999
7/12/1984,1163.209961
10/12/1984,1172.26001
11/12/1984,1178.329956
12/12/1984,1175.130005
13/12/1984,1168.839966
14/12/1984,1175.910034
17/12/1984,1176.790039
18/12/1984,1211.569946
19/12/1984,1208.040039
20/12/1984,1203.290039
21/12/1984,1198.97998
24/12/1984,1210.140015
26/12/1984,1208.920044
27/12/1984,1202.52002
28/12/1984,1204.170044
31/12/1984,1211.569946
2/1/1985,1198.869995
3/1/1985,1189.819946
4/1/1985,1184.959961
7/1/1985,1190.589966
8/1/1985,1191.699951
9/1/1985,1202.73999
10/1/1985,1223.5
11/1/1985,1218.089966
14/1/1985,1234.540039
15/1/1985,1230.790039
16/1/1985,1230.680054
17/1/1985,1228.689941
18/1/1985,1227.359985
21/1/1985,1261.369995
22/1/1985,1259.5
23/1/1985,1274.72998
24/1/1985,1270.430054
25/1/1985,1276.060059
28/1/1985,1277.829956
29/1/1985,1292.619995
30/1/1985,1287.880005
31/1/1985,1286.77002
1/2/1985,1277.719971
4/2/1985,1290.079956
5/2/1985,1285.22998
6/2/1985,1280.589966
7/2/1985,1290.079956
8/2/1985,1289.969971
11/2/1985,1276.060059
12/2/1985,1276.609985
13/2/1985,1297.920044
14/2/1985,1287.880005
15/2/1985,1282.02002
19/2/1985,1280.589966
20/2/1985,1283.130005
21/2/1985,1279.040039
22/2/1985,1275.839966
25/2/1985,1277.5
26/2/1985,1286.109985
27/2/1985,1281.030029
28/2/1985,1284.01001
1/3/1985,1299.359985
4/3/1985,1289.530029
5/3/1985,1291.849976
6/3/1985,1280.369995
7/3/1985,1271.530029
8/3/1985,1269.660034
11/3/1985,1268.550049
12/3/1985,1271.75
13/3/1985,1261.699951
14/3/1985,1260.050049
15/3/1985,1247.349976
18/3/1985,1249.670044
19/3/1985,1271.089966
20/3/1985,1265.23999
21/3/1985,1268.219971
22/3/1985,1267.449951
25/3/1985,1259.939941
26/3/1985,1259.719971
27/3/1985,1264.910034
28/3/1985,1260.709961
29/3/1985,1266.780029
1/4/1985,1272.75
2/4/1985,1265.680054
3/4/1985,1258.060059
4/4/1985,1259.050049
8/4/1985,1252.97998
9/4/1985,1253.859985
10/4/1985,1259.939941
11/4/1985,1263.689941
12/4/1985,1265.680054
15/4/1985,1266.780029
16/4/1985,1269.550049
17/4/1985,1272.310059
18/4/1985,1265.130005
19/4/1985,1266.560059
22/4/1985,1266.560059
23/4/1985,1278.709961
24/4/1985,1278.48999
25/4/1985,1284.780029
26/4/1985,1275.180054
29/4/1985,1259.719971
30/4/1985,1258.060059
1/5/1985,1242.050049
2/5/1985,1242.27002
3/5/1985,1247.23999
6/5/1985,1247.790039
7/5/1985,1252.76001
8/5/1985,1249.780029
9/5/1985,1260.27002
10/5/1985,1274.180054
13/5/1985,1277.5
14/5/1985,1273.300049
15/5/1985,1273.52002
16/5/1985,1278.050049
17/5/1985,1285.339966
20/5/1985,1304.880005
21/5/1985,1309.699951
22/5/1985,1303.76001
23/5/1985,1296.709961
24/5/1985,1301.969971
28/5/1985,1301.52002
29/5/1985,1302.97998
30/5/1985,1305.780029
31/5/1985,1315.410034
3/6/1985,1310.930054
4/6/1985,1315.300049
5/6/1985,1320.560059
6/6/1985,1327.280029
7/6/1985,1316.420044
10/6/1985,1318.439941
11/6/1985,1313.839966
12/6/1985,1306.339966
13/6/1985,1290.099976
14/6/1985,1300.959961
17/6/1985,1298.390015
18/6/1985,1304.77002
19/6/1985,1297.380005
20/6/1985,1299.72998
21/6/1985,1324.47998
24/6/1985,1320.560059
25/6/1985,1323.030029
26/6/1985,1323.810059
27/6/1985,1332.209961
28/6/1985,1335.459961
1/7/1985,1337.140015
2/7/1985,1334.01001
3/7/1985,1326.390015
5/7/1985,1334.449951
8/7/1985,1328.410034
9/7/1985,1321.910034
10/7/1985,1332.890015
11/7/1985,1337.699951
12/7/1985,1338.599976
15/7/1985,1335.459961
16/7/1985,1347.890015
17/7/1985,1357.969971
18/7/1985,1350.920044
19/7/1985,1359.540039
22/7/1985,1357.640015
23/7/1985,1351.810059
24/7/1985,1348.900024
25/7/1985,1353.609985
26/7/1985,1357.079956
29/7/1985,1343.859985
30/7/1985,1346.099976
31/7/1985,1347.449951
1/8/1985,1355.619995
2/8/1985,1353.050049
5/8/1985,1346.890015
6/8/1985,1325.160034
7/8/1985,1325.040039
8/8/1985,1329.859985
9/8/1985,1320.790039
12/8/1985,1314.290039
13/8/1985,1315.300049
14/8/1985,1316.97998
15/8/1985,1317.76001
16/8/1985,1312.719971
19/8/1985,1312.5
20/8/1985,1323.699951
21/8/1985,1329.530029
22/8/1985,1318.099976
23/8/1985,1318.319946
26/8/1985,1317.650024
27/8/1985,1322.469971
28/8/1985,1331.089966
29/8/1985,1335.130005
30/8/1985,1334.01001
3/9/1985,1329.189941
4/9/1985,1326.719971
5/9/1985,1325.829956
6/9/1985,1335.689941
9/9/1985,1339.27002
10/9/1985,1333.449951
11/9/1985,1319.439941
12/9/1985,1312.390015
13/9/1985,1307.680054
16/9/1985,1309.140015
17/9/1985,1298.160034
18/9/1985,1300.400024
19/9/1985,1306.790039
20/9/1985,1297.939941
23/9/1985,1316.310059
24/9/1985,1321.119995
25/9/1985,1312.050049
26/9/1985,1320.790039
30/9/1985,1328.630005
1/10/1985,1340.949951
2/10/1985,1333.670044
3/10/1985,1333.109985
4/10/1985,1328.73999
7/10/1985,1324.369995
8/10/1985,1325.48999
9/10/1985,1326.719971
10/10/1985,1328.069946
11/10/1985,1339.939941
14/10/1985,1354.72998
15/10/1985,1350.810059
16/10/1985,1368.5
17/10/1985,1369.290039
18/10/1985,1368.839966
21/10/1985,1364.140015
22/10/1985,1364.359985
23/10/1985,1367.160034
24/10/1985,1362.339966
25/10/1985,1356.52002
28/10/1985,1359.98999
29/10/1985,1368.72998
30/10/1985,1375.569946
31/10/1985,1374.310059
1/11/1985,1390.25
4/11/1985,1389.680054
5/11/1985,1396.670044
6/11/1985,1403.439941
7/11/1985,1399.540039
8/11/1985,1404.359985
11/11/1985,1431.880005
12/11/1985,1433.599976
13/11/1985,1427.75
14/11/1985,1439.219971
15/11/1985,1435.089966
18/11/1985,1440.02002
19/11/1985,1438.98999
20/11/1985,1439.219971
21/11/1985,1462.27002
22/11/1985,1464.329956
25/11/1985,1456.650024
26/11/1985,1456.77002
27/11/1985,1475.689941
29/11/1985,1472.130005
2/12/1985,1457.910034
3/12/1985,1459.060059
4/12/1985,1484.400024
5/12/1985,1482.910034
6/12/1985,1477.180054
9/12/1985,1497.02002
10/12/1985,1499.199951
11/12/1985,1511.699951
12/12/1985,1511.23999
13/12/1985,1535.209961
16/12/1985,1553.099976
17/12/1985,1544.5
18/12/1985,1542.430054
19/12/1985,1543.920044
20/12/1985,1543
23/12/1985,1528.780029
24/12/1985,1519.150024
26/12/1985,1526.48999
27/12/1985,1543
30/12/1985,1550.459961
31/12/1985,1546.670044
2/1/1986,1537.72998
3/1/1986,1549.199951
6/1/1986,1547.589966
7/1/1986,1565.709961
8/1/1986,1526.609985
9/1/1986,1518.22998
10/1/1986,1513.530029
13/1/1986,1520.530029
14/1/1986,1519.040039
15/1/1986,1527.290039
16/1/1986,1541.630005
17/1/1986,1536.699951
20/1/1986,1529.130005
21/1/1986,1514.449951
22/1/1986,1502.290039
23/1/1986,1511.23999
24/1/1986,1529.930054
27/1/1986,1537.609985
28/1/1986,1556.420044
29/1/1986,1558.939941
30/1/1986,1552.180054
31/1/1986,1570.98999
3/2/1986,1594.27002
4/2/1986,1593.22998
5/2/1986,1593.119995
6/2/1986,1600.689941
7/2/1986,1613.420044
10/2/1986,1626.380005
11/2/1986,1622.819946
12/2/1986,1629.930054
13/2/1986,1645.069946
14/2/1986,1664.449951
18/2/1986,1678.780029
19/2/1986,1658.26001
20/2/1986,1672.819946
21/2/1986,1697.709961
24/2/1986,1698.280029
25/2/1986,1692.660034
26/2/1986,1696.900024
27/2/1986,1713.98999
28/2/1986,1709.060059
3/3/1986,1696.670044
4/3/1986,1686.420044
5/3/1986,1686.660034
6/3/1986,1696.599976
7/3/1986,1699.829956
10/3/1986,1702.949951
11/3/1986,1746.050049
12/3/1986,1745.449951
13/3/1986,1753.709961
14/3/1986,1792.73999
17/3/1986,1776.819946
18/3/1986,1789.869995
19/3/1986,1787.949951
20/3/1986,1804.23999
21/3/1986,1768.560059
24/3/1986,1782.930054
25/3/1986,1778.5
26/3/1986,1810.699951
27/3/1986,1821.719971
31/3/1986,1818.609985
1/4/1986,1790.109985
2/4/1986,1795.26001
3/4/1986,1766.400024
4/4/1986,1739.219971
7/4/1986,1735.51001
8/4/1986,1769.76001
9/4/1986,1778.619995
10/4/1986,1794.300049
11/4/1986,1790.180054
14/4/1986,1805.310059
15/4/1986,1809.650024
16/4/1986,1847.969971
17/4/1986,1855.030029
18/4/1986,1840.400024
21/4/1986,1855.900024
22/4/1986,1830.97998
23/4/1986,1829.609985
24/4/1986,1831.719971
25/4/1986,1835.569946
28/4/1986,1843.75
29/4/1986,1825.890015
30/4/1986,1783.97998
1/5/1986,1777.780029
2/5/1986,1774.680054
5/5/1986,1793.77002
6/5/1986,1787.949951
7/5/1986,1775.300049
8/5/1986,1786.209961
9/5/1986,1789.430054
12/5/1986,1787.329956
13/5/1986,1785.339966
14/5/1986,1808.280029
15/5/1986,1774.680054
16/5/1986,1759.800049
19/5/1986,1758.180054
20/5/1986,1783.97998
21/5/1986,1775.170044
22/5/1986,1806.300049
23/5/1986,1823.290039
27/5/1986,1853.030029
28/5/1986,1878.280029
29/5/1986,1882.349976
30/5/1986,1876.709961
2/6/1986,1861.949951
3/6/1986,1870.430054
4/6/1986,1863.290039
5/6/1986,1879.439941
6/6/1986,1885.900024
9/6/1986,1840.150024
10/6/1986,1837.189941
11/6/1986,1846.069946
12/6/1986,1838.130005
13/6/1986,1874.189941
16/6/1986,1871.77002
17/6/1986,1865.780029
18/6/1986,1868.939941
19/6/1986,1855.859985
20/6/1986,1879.540039
23/6/1986,1864.26001
24/6/1986,1875.550049
25/6/1986,1885.050049
26/6/1986,1880.199951
27/6/1986,1885.26001
30/6/1986,1892.719971
1/7/1986,1903.540039
2/7/1986,1909.030029
3/7/1986,1900.869995
7/7/1986,1839
8/7/1986,1820.72998
9/7/1986,1826.069946
10/7/1986,1831.829956
11/7/1986,1821.430054
14/7/1986,1793.449951
15/7/1986,1768.699951
16/7/1986,1774.180054
17/7/1986,1781.780029
18/7/1986,1777.97998
21/7/1986,1779.109985
22/7/1986,1795.130005
23/7/1986,1798.369995
24/7/1986,1791.619995
25/7/1986,1810.040039
28/7/1986,1773.900024
29/7/1986,1766.869995
30/7/1986,1779.390015
31/7/1986,1775.310059
1/8/1986,1763.640015
4/8/1986,1769.969971
5/8/1986,1777
6/8/1986,1779.530029
7/8/1986,1786.280029
8/8/1986,1782.619995
11/8/1986,1811.160034
12/8/1986,1835.48999
13/8/1986,1844.48999
14/8/1986,1844.910034
15/8/1986,1855.599976
18/8/1986,1869.52002
19/8/1986,1862.910034
20/8/1986,1881.329956
21/8/1986,1881.189941
22/8/1986,1887.800049
25/8/1986,1871.77002
26/8/1986,1904.25
27/8/1986,1904.530029
28/8/1986,1900.170044
29/8/1986,1898.339966
2/9/1986,1870.359985
3/9/1986,1881.329956
4/9/1986,1919.709961
5/9/1986,1899.75
8/9/1986,1888.640015
9/9/1986,1884.140015
10/9/1986,1879.5
11/9/1986,1792.890015
12/9/1986,1758.719971
15/9/1986,1767.579956
16/9/1986,1778.540039
17/9/1986,1769.400024
18/9/1986,1774.180054
19/9/1986,1762.650024
22/9/1986,1793.449951
23/9/1986,1797.810059
24/9/1986,1803.290039
25/9/1986,1768.560059
26/9/1986,1769.689941
29/9/1986,1755.199951
30/9/1986,1767.579956
1/10/1986,1782.900024
2/10/1986,1781.209961
3/10/1986,1774.180054
6/10/1986,1784.449951
7/10/1986,1784.449951
8/10/1986,1803.849976
9/10/1986,1796.819946
10/10/1986,1793.170044
13/10/1986,1798.369995
14/10/1986,1800.199951
15/10/1986,1831.689941
16/10/1986,1836.189941
17/10/1986,1837.040039
20/10/1986,1811.02002
21/10/1986,1805.680054
22/10/1986,1808.349976
23/10/1986,1834.930054
24/10/1986,1832.26001
27/10/1986,1841.819946
28/10/1986,1845.469971
29/10/1986,1851.800049
30/10/1986,1878.369995
31/10/1986,1877.810059
3/11/1986,1894.26001
4/11/1986,1892.439941
5/11/1986,1899.040039
6/11/1986,1891.589966
7/11/1986,1886.530029
10/11/1986,1892.290039
11/11/1986,1895.949951
12/11/1986,1893.699951
13/11/1986,1862.199951
14/11/1986,1873.589966
17/11/1986,1860.52002
18/11/1986,1817.209961
19/11/1986,1826.630005
20/11/1986,1860.660034
21/11/1986,1893.560059
24/11/1986,1906.069946
25/11/1986,1912.119995
26/11/1986,1916.76001
28/11/1986,1914.22998
1/12/1986,1912.680054
2/12/1986,1955.569946
3/12/1986,1947.27002
4/12/1986,1939.680054
5/12/1986,1925.060059
8/12/1986,1930.26001
9/12/1986,1916.900024
10/12/1986,1932.930054
11/12/1986,1923.650024
12/12/1986,1912.26001
15/12/1986,1922.810059
16/12/1986,1936.160034
17/12/1986,1918.310059
18/12/1986,1912.819946
19/12/1986,1928.849976
